src_ip,dst_ip,src_port,dst_port,protocol,timestamp,flow_duration,flow_byts_s,flow_pkts_s,fwd_pkts_s,bwd_pkts_s,tot_fwd_pkts,tot_bwd_pkts,totlen_fwd_pkts,totlen_bwd_pkts,fwd_pkt_len_max,fwd_pkt_len_min,fwd_pkt_len_mean,fwd_pkt_len_std,bwd_pkt_len_max,bwd_pkt_len_min,bwd_pkt_len_mean,bwd_pkt_len_std,pkt_len_max,pkt_len_min,pkt_len_mean,pkt_len_std,pkt_len_var,fwd_header_len,bwd_header_len,fwd_seg_size_min,fwd_act_data_pkts,flow_iat_mean,flow_iat_max,flow_iat_min,flow_iat_std,fwd_iat_tot,fwd_iat_max,fwd_iat_min,fwd_iat_mean,fwd_iat_std,bwd_iat_tot,bwd_iat_max,bwd_iat_min,bwd_iat_mean,bwd_iat_std,fwd_psh_flags,bwd_psh_flags,fwd_urg_flags,bwd_urg_flags,fin_flag_cnt,syn_flag_cnt,rst_flag_cnt,psh_flag_cnt,ack_flag_cnt,urg_flag_cnt,ece_flag_cnt,down_up_ratio,pkt_size_avg,init_fwd_win_byts,init_bwd_win_byts,active_max,active_min,active_mean,active_std,idle_max,idle_min,idle_mean,idle_std,fwd_byts_b_avg,fwd_pkts_b_avg,bwd_byts_b_avg,bwd_pkts_b_avg,fwd_blk_rate_avg,bwd_blk_rate_avg,fwd_seg_size_avg,bwd_seg_size_avg,cwr_flag_count,subflow_fwd_pkts,subflow_bwd_pkts,subflow_fwd_byts,subflow_bwd_byts
172.18.0.2,172.18.0.3,42126,80,6,2026-06-04 00:36:29,276.0,3833333.3333333335,36231.884057971016,21739.130434782608,14492.753623188406,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,30.666666666666668,67.0,4.0,20.483055327649623,276.0,80.0,26.0,55.2,18.10414317221337,251.0,131.0,48.0,83.66666666666667,34.87437773240151,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42142,80,6,2026-06-04 00:36:30,335.0,3158208.9552238807,29850.746268656716,17910.44776119403,11940.298507462687,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,37.22222222222222,90.0,4.0,26.943470772785577,335.0,105.0,28.0,67.0,27.400729917285048,305.0,168.0,66.0,101.66666666666667,46.949145063805176,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42156,80,6,2026-06-04 00:36:31,226.0,4681415.92920354,44247.78761061947,26548.672566371682,17699.11504424779,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,25.11111111111111,76.0,2.0,22.0627612074909,226.0,76.0,18.0,45.2,22.79824554653274,201.0,116.0,36.0,67.0,35.05234181430203,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42160,80,6,2026-06-04 00:36:32,243.0,4353909.4650205765,41152.2633744856,24691.35802469136,16460.90534979424,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,27.0,62.0,2.0,19.4593593591019,243.0,75.0,24.0,48.6,19.945926902503178,215.0,121.0,40.0,71.66666666666667,35.34905310691583,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42172,80,6,2026-06-04 00:36:33,315.0,3358730.1587301586,31746.031746031746,19047.619047619046,12698.412698412698,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,35.0,93.0,2.0,30.644919825496544,315.0,116.0,14.0,63.0,38.30404678359716,293.0,177.0,38.0,97.66666666666667,58.4256412507005,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42178,80,6,2026-06-04 00:36:34,260.0,4069230.7692307695,38461.53846153847,23076.923076923078,15384.615384615387,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,28.88888888888889,76.0,7.0,26.185001832874757,260.0,76.0,19.0,52.0,24.157814470684222,243.0,112.0,38.0,81.0,31.379398762032817,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42190,80,6,2026-06-04 00:36:35,336.0,3148809.523809524,29761.904761904763,17857.14285714286,11904.761904761905,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,37.333333333333336,100.0,3.0,30.37177051876371,336.0,115.0,26.0,67.2,35.21022578740443,310.0,183.0,52.0,103.33333333333333,57.11003025349886,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42196,80,6,2026-06-04 00:36:36,297.0,3562289.562289562,33670.03367003367,20202.0202020202,13468.013468013467,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,33.0,97.0,8.0,29.476921292578858,297.0,97.0,20.0,59.4,27.441574298862665,278.0,148.0,40.0,92.66666666666667,44.13111776916097,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42206,80,6,2026-06-04 00:36:37,368.0,2875000.0,27173.91304347826,16304.347826086956,10869.565217391304,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,40.888888888888886,101.0,3.0,29.418227321941615,368.0,107.0,39.0,73.6,27.27343029396926,329.0,188.0,69.0,109.66666666666667,55.40356988097026,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
172.18.0.2,172.18.0.3,42216,80,6,2026-06-04 00:36:38,229.0,4620087.336244541,43668.12227074236,26200.873362445414,17467.248908296944,6,4,492,566,154,66,82.0,32.331615074619044,360,66,141.5,126.1933041012874,360,66,105.8,88.58193946849435,7846.7599999999975,120,80,20,1,25.444444444444443,63.0,2.0,20.472806414098088,229.0,82.0,20.0,45.8,23.111901695879553,208.0,107.0,45.0,69.33333333333333,27.010286106510527,1,1,0,0,2,2,0,2,9,0,0,0.6666666666666666,105.8,64240,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,82.0,141.5,0,6,4,492,566
